title,word,score
더 수어사이드 스쿼드,대책,1.197447821719845
더 수어사이드 스쿼드,기대,1.197447821719845
더 수어사이드 스쿼드,자살,1.197447821719845
더 수어사이드 스쿼드,맞선,1.197447821719845
더 수어사이드 스쿼드,런,1.197447821719845
더 수어사이드 스쿼드,우주,1.197447821719845
더 수어사이드 스쿼드,죽,1.197447821719845
더 수어사이드 스쿼드,성공,1.197447821719845
더 수어사이드 스쿼드,안,1.197447821719845
더 수어사이드 스쿼드,최악,1.0653793774280842
더 수어사이드 스쿼드,최강,0.9716753249718593
더 수어사이드 스쿼드,더,0.8184458452428166
더 수어사이드 스쿼드,최고,0.7459028282238733
고질라 vs 콩,거대,1.197447821719845
고질라 vs 콩,고향,1.197447821719845
고질라 vs 콩,지구인,1.197447821719845
고질라 vs 콩,할,1.197447821719845
고질라 vs 콩,어스,1.197447821719845
고질라 vs 콩,에너지원,1.197447821719845
고질라 vs 콩,안전,1.197447821719845
고질라 vs 콩,콩,1.197447821719845
고질라 vs 콩,보호자,1.197447821719845
고질라 vs 콩,콩과,1.197447821719845
고질라 vs 콩,유대감,1.197447821719845
고질라 vs 콩,형성,1.197447821719845
고질라 vs 콩,타이탄,1.197447821719845
고질라 vs 콩,곳,1.197447821719845
고질라 vs 콩,상황,1.197447821719845
고질라 vs 콩,고질,1.197447821719845
고질라 vs 콩,장대,1.197447821719845
고질라 vs 콩,앞,1.197447821719845
고질라 vs 콩,재앙,1.197447821719845
고질라 vs 콩,서막,1.197447821719845
고질라 vs 콩,불과,1.197447821719845
고질라 vs 콩,지구상,1.197447821719845
고질라 vs 콩,신화적,1.197447821719845
고질라 vs 콩,존재,1.197447821719845
고질라 vs 콩,스펙터클,1.197447821719845
다이하드 4,미국,1.5965970956264601
다이하드 4,가브리엘,1.3304975796887166
다이하드 4,매,1.3304975796887166
다이하드 4,7,1.0643980637509733
다이하드 4,공격,1.0643980637509733
다이하드 4,토마스,1.0643980637509733
다이하드 4,계획,1.0643980637509733
다이하드 4,저지,1.0643980637509733
다이하드 4,가능성,1.0643980637509733
다이하드 4,4,1.0643980637509733
다이하드 4,버지니아,1.0643980637509733
다이하드 4,해커,1.0643980637509733
다이하드 4,워싱턴,1.0643980637509733
다이하드 4,네트워크,1.0643980637509733
다이하드 4,테러리스트,1.0643980637509733
다이하드 4,뉴저지,1.0643980637509733
다이하드 4,장악,1.0643980637509733
다이하드 4,천신만고,1.0643980637509733
다이하드 4,공황,1.0643980637509733
다이하드 4,교통,1.0643980637509733
다이하드 4,통신,1.0643980637509733
다이하드 4,금융,1.0643980637509733
다이하드 4,전기,1.0643980637509733
다이하드 4,미국,1.0643980637509733
다이하드 4,테러리스트,1.0643980637509733
다이하드 4,정부,1.0643980637509733
테넷,정보,1.197447821719845
테넷,사토,1.197447821719845
테넷,미술품,1.197447821719845
테넷,복수심,1.197447821719845
테넷,패,1.197447821719845
테넷,로버트,1.197447821719845
테넷,흐름,1.197447821719845
테넷,인,1.197447821719845
테넷,워싱턴,1.197447821719845
테넷,데이,1.197447821719845
테넷,캣,1.197447821719845
테넷,주도자,1.197447821719845
테넷,작전,1.197447821719845
테넷,투입,1.197447821719845
테넷,엘리자베스,1.197447821719845
테넷,데,1.197447821719845
테넷,협력,1.197447821719845
테넷,브래,1.197447821719845
테넷,케네스,1.197447821719845
테넷,사,1.197447821719845
테넷,파괴,1.197447821719845
테넷,미래,1.197447821719845
테넷,저,1.197447821719845
테넷,세계,1.197447821719845
테넷,인,1.197447821719845
테넷,감정,1.197447821719845
베놈,런,1.5965970956264601
베놈,그린,1.197447821719845
베놈,대결,1.197447821719845
베놈,예고,1.197447821719845
베놈,시대,1.197447821719845
베놈,대,1.197447821719845
베놈,해,1.197447821719845
베놈,우,1.197447821719845
베놈,사상,1.197447821719845
베놈,베,1.197447821719845
베놈,히,1.197447821719845
베놈,최악,1.0653793774280842
베놈,톰,1.0653793774280842
베놈,액션,0.9716753249718593
베놈,블록버스터,0.9716753249718593
베놈,그,0.898992815215817
베놈,앞,0.8396068806800983
베놈,수,0.420505836570779
어벤져스:엔드게임,인,1.197447821719845
어벤져스:엔드게임,절반,1.197447821719845
어벤져스:엔드게임,희망,1.197447821719845
어벤져스:엔드게임,워,1.197447821719845
어벤져스:엔드게임,지구,1.0653793774280842
어벤져스:엔드게임,최후,1.0653793774280842
어벤져스:엔드게임,전,0.9716753249718593
어벤져스:엔드게임,운명,0.898992815215817
어벤져스:엔드게임,마지막,0.7893967884571385
어벤져스:엔드게임,이후,0.7893967884571385
어벤져스:엔드게임,그,0.7459028282238733
올드가드,수호,1.5965970956264601
올드가드,어둠,1.5965970956264601
올드가드,위기,1.5965970956264601
올드가드,이야기,1.420505836570779
올드가드,존재,1.420505836570779
올드가드,불멸,1.420505836570779
올드가드,세상,1.420505836570779
올드가드,힘,1.295567099962479
올드가드,시간,1.1194758409067977
올드가드,세계,1.1194758409067977
블러드샷,레이,1.420505836570779
블러드샷,최첨단,1.197447821719845
블러드샷,슈퍼,1.197447821719845
블러드샷,샷,1.197447821719845
블러드샷,부활,1.197447821719845
블러드샷,생각,1.197447821719845
블러드샷,치유,1.197447821719845
블러드샷,가공,1.197447821719845
블러드샷,파워,1.197447821719845
블러드샷,히,1.197447821719845
블러드샷,복수,1.197447821719845
블러드샷,업그레이드,1.197447821719845
블러드샷,레이,1.197447821719845
블러드샷,진짜,1.197447821719845
블러드샷,자신,1.197447821719845
블러드샷,놈,1.197447821719845
블러드샷,질주,1.197447821719845
블러드샷,프로젝트,1.197447821719845
블러드샷,무차별,1.197447821719845
블러드샷,주입,1.197447821719845
블러드샷,특수,1.197447821719845
블러드샷,혈액,1.197447821719845
블러드샷,살해,1.197447821719845
블러드샷,납치,1.197447821719845
블러드샷,적,1.197447821719845
블러드샷,나노봇,1.197447821719845
마크맨,마약,1.5965970956264601
마크맨,짐,1.5965970956264601
마크맨,놈,1.197447821719845
마크맨,사격수,1.197447821719845
마크맨,카르텔,1.197447821719845
마크맨,모자,1.197447821719845
마크맨,부탁,1.197447821719845
마크맨,외면,1.197447821719845
마크맨,소년,1.197447821719845
마크맨,숨,1.197447821719845
마크맨,소년,1.197447821719845
마크맨,시카고,1.197447821719845
마크맨,멕시코,1.197447821719845
마크맨,친척,1.197447821719845
마크맨,길,1.197447821719845
마크맨,카르텔,1.197447821719845
마크맨,말년,1.197447821719845
마크맨,지역,1.197447821719845
마크맨,국경,1.197447821719845
마크맨,애,1.197447821719845
마크맨,니,1.197447821719845
마크맨,리,1.197447821719845
6 언더그라운드,존재,1.5965970956264601
6 언더그라운드,최대,1.5965970956264601
6 언더그라운드,개인,1.5965970956264601
6 언더그라운드,기록,1.5965970956264601
6 언더그라운드,고스트,1.5965970956264601
6 언더그라운드,담,1.5965970956264601
6 언더그라운드,작전,1.5965970956264601
6 언더그라운드,정예,1.5965970956264601
6 언더그라운드,지상,1.5965970956264601
6 언더그라운드,여섯,1.420505836570779
6 언더그라운드,액션,1.295567099962479
6 언더그라운드,블록버스터,1.295567099962479
6 언더그라운드,명의,1.295567099962479
아웃사이드 더 와이어,지휘관,1.5965970956264601
아웃사이드 더 와이어,파견,1.5965970956264601
아웃사이드 더 와이어,임무,1.5965970956264601
아웃사이드 더 와이어,핵,1.5965970956264601
아웃사이드 더 와이어,사이,1.5965970956264601
아웃사이드 더 와이어,존재,1.5965970956264601
아웃사이드 더 와이어,기밀,1.5965970956264601
아웃사이드 더 와이어,미래,1.5965970956264601
아웃사이드 더 와이어,이곳,1.5965970956264601
아웃사이드 더 와이어,원,1.5965970956264601
아웃사이드 더 와이어,론,1.5965970956264601
아웃사이드 더 와이어,접전,1.5965970956264601
아웃사이드 더 와이어,치열,1.5965970956264601
아웃사이드 더 와이어,둘,1.420505836570779
아웃사이드 더 와이어,지역,1.420505836570779
아웃사이드 더 와이어,위험,1.1194758409067977
아웃사이드 더 와이어,공격,1.0525290512761847
아웃사이드 더 와이어,속,0.9945371042984978
아웃사이드 더 와이어,그,0.8184458452428166
라이더스 오브 저스티스,실의,1.5965970956264601
라이더스 오브 저스티스,잔혹,1.5965970956264601
라이더스 오브 저스티스,폭발,1.5965970956264601
라이더스 오브 저스티스,범죄,1.5965970956264601
라이더스 오브 저스티스,계획,1.5965970956264601
라이더스 오브 저스티스,자신,1.5965970956264601
라이더스 오브 저스티스,범인,1.5965970956264601
라이더스 오브 저스티스,매,1.5965970956264601
라이더스 오브 저스티스,심판,1.5965970956264601
라이더스 오브 저스티스,현직,1.5965970956264601
라이더스 오브 저스티스,미,1.5965970956264601
라이더스 오브 저스티스,정의,1.5965970956264601
라이더스 오브 저스티스,죽음,1.420505836570779
라이더스 오브 저스티스,아내,1.420505836570779
라이더스 오브 저스티스,사고,1.420505836570779
라이더스 오브 저스티스,군인,1.420505836570779
라이더스 오브 저스티스,열차,1.420505836570779
라이더스 오브 저스티스,가족,1.420505836570779
라이더스 오브 저스티스,시작,1.295567099962479
라이더스 오브 저스티스,추격전,1.295567099962479
존윅 3,암살자,1.5965970956264601
존윅 3,전설,1.197447821719845
존윅 3,액션,1.197447821719845
존윅 3,역대,1.197447821719845
존윅 3,시작,1.197447821719845
존윅 3,킬러,1.197447821719845
존윅 3,복수,1.197447821719845
존윅 3,함정,1.197447821719845
존윅 3,킬러,1.197447821719845
존윅 3,윅,1.197447821719845
존윅 3,표적,1.0653793774280842
존윅 3,한번,1.0653793774280842
존윅 3,시작,1.0653793774280842
존윅 3,평화,1.0653793774280842
존윅 3,은퇴,1.0653793774280842
존윅 3,동시,1.0653793774280842
존윅 3,전설,0.9716753249718593
존윅 3,최강,0.9716753249718593
존윅 3,이상,0.898992815215817
존윅 3,세계,0.8396068806800983
존윅 3,전쟁,0.7893967884571385
신과함께 인과연,저승,1.5965970956264601
신과함께 인과연,천,1.2772776765011682
신과함께 인과연,과거,1.117617966938522
신과함께 인과연,저승,1.117617966938522
신과함께 인과연,해원,1.117617966938522
신과함께 인과연,년,0.9943540855995452
신과함께 인과연,삼차,0.957958257375876
신과함께 인과연,조건,0.957958257375876
신과함께 인과연,강림,0.957958257375876
신과함께 인과연,차,0.957958257375876
신과함께 인과연,이정재,0.957958257375876
신과함께 인과연,수락,0.957958257375876
신과함께 인과연,염,0.957958257375876
신과함께 인과연,조건,0.957958257375876
신과함께 인과연,성주신,0.957958257375876
신과함께 인과연,염,0.957958257375876
신과함께 인과연,제안,0.957958257375876
신과함께 인과연,실패,0.957958257375876
신과함께 인과연,김,0.957958257375876
신과함께 인과연,허,0.957958257375876
신과함께 인과연,노인,0.957958257375876
신과함께 인과연,수,0.957958257375876
신과함께 인과연,재판,0.957958257375876
신과함께 인과연,속수무책,0.957958257375876
경계선,티나,1.5965970956264601
경계선,출입국,1.197447821719845
경계선,자신,1.197447821719845
경계선,보,1.197447821719845
경계선,세관,1.197447821719845
경계선,세상,1.197447821719845
경계선,외모,1.197447821719845
경계선,조금,1.197447821719845
경계선,남,1.197447821719845
경계선,능력,1.197447821719845
경계선,후각,1.197447821719845
경계선,직,1.197447821719845
경계선,수상,1.197447821719845
경계선,짐,1.0653793774280842
경계선,감정,1.0653793774280842
경계선,모습,0.9716753249718593
경계선,앞,0.8396068806800983
경계선,그녀,0.8396068806800983
경계선,남자,0.8396068806800983
7번째 아들,7,1.5965970956264601
7번째 아들,100,1.197447821719845
7번째 아들,악,1.197447821719845
7번째 아들,희망,1.197447821719845
7번째 아들,그레,1.197447821719845
7번째 아들,저,1.197447821719845
7번째 아들,위기,1.197447821719845
7번째 아들,멸망,1.197447821719845
7번째 아들,브리지,1.197447821719845
7번째 아들,반,1.197447821719845
7번째 아들,무어,1.197447821719845
7번째 아들,줄,1.197447821719845
7번째 아들,대마,1.197447821719845
7번째 아들,자신,1.197447821719845
7번째 아들,톰만,1.197447821719845
7번째 아들,전설,1.0653793774280842
7번째 아들,아들,1.0653793774280842
7번째 아들,아들,1.0653793774280842
7번째 아들,존재,1.0653793774280842
7번째 아들,톰,1.0653793774280842
7번째 아들,세상,1.0653793774280842
미스 페레그린과 이상한 아이들의 집,미스,1.5965970956264601
미스 페레그린과 이상한 아이들의 집,할,1.5965970956264601
미스 페레그린과 이상한 아이들의 집,할아버지,1.197447821719845
미스 페레그린과 이상한 아이들의 집,반복,1.197447821719845
미스 페레그린과 이상한 아이들의 집,능력,1.197447821719845
미스 페레그린과 이상한 아이들의 집,사냥,1.197447821719845
미스 페레그린과 이상한 아이들의 집,페레그린,1.197447821719845
미스 페레그린과 이상한 아이들의 집,제이크,1.197447821719845
미스 페레그린과 이상한 아이들의 집,아이,1.197447821719845
미스 페레그린과 이상한 아이들의 집,서,1.197447821719845
미스 페레그린과 이상한 아이들의 집,시간,1.197447821719845
미스 페레그린과 이상한 아이들의 집,이,1.197447821719845
미스 페레그린과 이상한 아이들의 집,대결,1.197447821719845
미스 페레그린과 이상한 아이들의 집,팀,1.197447821719845
미스 페레그린과 이상한 아이들의 집,마법,1.197447821719845
미스 페레그린과 이상한 아이들의 집,상상력,1.197447821719845
미스 페레그린과 이상한 아이들의 집,하루,1.197447821719845
미스 페레그린과 이상한 아이들의 집,아이,1.197447821719845
미스 페레그린과 이상한 아이들의 집,조정,1.197447821719845
미스 페레그린과 이상한 아이들의 집,쫒,1.197447821719845
미스 페레그린과 이상한 아이들의 집,제이,1.197447821719845
미스 페레그린과 이상한 아이들의 집,비밀,1.197447821719845
미스 페레그린과 이상한 아이들의 집,통과,1.197447821719845
미스 페레그린과 이상한 아이들의 집,보호,1.197447821719845
미스 페레그린과 이상한 아이들의 집,페,1.197447821719845
테일 오브 테일즈,왕자,1.5965970956264601
테일 오브 테일즈,간직,1.5965970956264601
테일 오브 테일즈,판타지,1.5965970956264601
테일 오브 테일즈,숲,1.5965970956264601
테일 오브 테일즈,매혹,1.5965970956264601
테일 오브 테일즈,황홀,1.5965970956264601
테일 오브 테일즈,결혼,1.5965970956264601
테일 오브 테일즈,괴물,1.5965970956264601
테일 오브 테일즈,젊음,1.5965970956264601
테일 오브 테일즈,심장,1.5965970956264601
테일 오브 테일즈,여인,1.420505836570779
테일 오브 테일즈,공주,1.420505836570779
테일 오브 테일즈,여왕,1.420505836570779
테일 오브 테일즈,비밀,1.420505836570779
테일 오브 테일즈,비밀,1.420505836570779
테일 오브 테일즈,괴물,1.420505836570779
테일 오브 테일즈,비밀,1.1194758409067977
구스범스,피,1.5965970956264601
구스범스,소니,1.5965970956264601
구스범스,샘,1.5965970956264601
구스범스,위험,1.295567099962479
구스범스,할로윈,1.197447821719845
구스범스,리더,1.197447821719845
구스범스,몬스터,1.197447821719845
구스범스,둘,1.197447821719845
구스범스,마을,1.197447821719845
구스범스,평온,1.197447821719845
구스범스,자물쇠,1.197447821719845
구스범스,엉망진창,1.197447821719845
구스범스,할로윈,1.197447821719845
구스범스,마을,1.197447821719845
구스범스,몬스터,1.197447821719845
구스범스,분위기,1.197447821719845
구스범스,구스,1.197447821719845
구스범스,자물쇠,1.197447821719845
구스범스,단짝,1.197447821719845
퍼시잭슨과 괴물의 바다,신과,1.5965970956264601
퍼시잭슨과 괴물의 바다,데,1.5965970956264601
퍼시잭슨과 괴물의 바다,인간,1.295567099962479
퍼시잭슨과 괴물의 바다,캠프,1.1837548638089823
퍼시잭슨과 괴물의 바다,모험,1.0643980637509733
퍼시잭슨과 괴물의 바다,구원,1.0643980637509733
퍼시잭슨과 괴물의 바다,파멸,1.0643980637509733
퍼시잭슨과 괴물의 바다,베스,1.0643980637509733
퍼시잭슨과 괴물의 바다,부활,1.0643980637509733
퍼시잭슨과 괴물의 바다,그로,1.0643980637509733
퍼시잭슨과 괴물의 바다,봉인,1.0643980637509733
퍼시잭슨과 괴물의 바다,타이,1.0643980637509733
퍼시잭슨과 괴물의 바다,신,1.0643980637509733
퍼시잭슨과 괴물의 바다,바다,1.0643980637509733
퍼시잭슨과 괴물의 바다,위험천만,1.0643980637509733
퍼시잭슨과 괴물의 바다,황금,1.0643980637509733
퍼시잭슨과 괴물의 바다,훈련,1.0643980637509733
퍼시잭슨과 괴물의 바다,사이,1.0643980637509733
퍼시잭슨과 괴물의 바다,양피,1.0643980637509733
퍼시잭슨과 괴물의 바다,괴물,0.947003891047186
퍼시잭슨과 괴물의 바다,이로,0.947003891047186
이상한 나라의 엘리스,공포,1.420505836570779
이상한 나라의 엘리스,분,1.3304975796887166
이상한 나라의 엘리스,나라,1.3304975796887166
이상한 나라의 엘리스,여왕,1.3304975796887166
이상한 나라의 엘리스,이상,1.295567099962479
이상한 나라의 엘리스,앨리스,1.0643980637509733
이상한 나라의 엘리스,모자,1.0643980637509733
이상한 나라의 엘리스,통치,1.0643980637509733
이상한 나라의 엘리스,토끼,1.0643980637509733
이상한 나라의 엘리스,트위들디,1.0643980637509733
이상한 나라의 엘리스,트위,1.0643980637509733
이상한 나라의 엘리스,쥐,1.0643980637509733
이상한 나라의 엘리스,애벌레,1.0643980637509733
이상한 나라의 엘리스,음흉,1.0643980637509733
이상한 나라의 엘리스,체,1.0643980637509733
이상한 나라의 엘리스,고양이,1.0643980637509733
이상한 나라의 엘리스,정치,1.0643980637509733
이상한 나라의 엘리스,친구,1.0643980637509733
이상한 나라의 엘리스,환대,1.0643980637509733
이상한 나라의 엘리스,정치,1.0643980637509733
이상한 나라의 엘리스,정치,1.0643980637509733
이상한 나라의 엘리스,속,1.0643980637509733
이상한 나라의 엘리스,손가락,1.0643980637509733
황금나침반,황금,1.5965970956264601
황금나침반,황금,1.3304975796887166
황금나침반,존재,1.3304975796887166
황금나침반,노스폴로,1.3304975796887166
황금나침반,진실,1.3304975796887166
황금나침반,스리,1.3304975796887166
황금나침반,예언,1.3304975796887166
황금나침반,라,1.3304975796887166
황금나침반,예언,1.3304975796887166
황금나침반,진실,1.0643980637509733
황금나침반,경의,1.0643980637509733
황금나침반,파란,1.0643980637509733
황금나침반,연구,1.0643980637509733
황금나침반,제안,1.0643980637509733
황금나침반,일대,1.0643980637509733
황금나침반,사이,1.0643980637509733
황금나침반,학자,1.0643980637509733
황금나침반,부정,1.0643980637509733
황금나침반,세계,1.0643980637509733
황금나침반,제안,1.0643980637509733
황금나침반,신세계,1.0643980637509733
황금나침반,동행,1.0643980637509733
황금나침반,콜터,1.0643980637509733
황금나침반,라,1.0643980637509733
스파이더위크가의 비밀,자,1.5965970956264601
스파이더위크가의 비밀,스파이,1.197447821719845
스파이더위크가의 비밀,경고,1.197447821719845
스파이더위크가의 비밀,삼,1.197447821719845
스파이더위크가의 비밀,봉인,1.197447821719845
스파이더위크가의 비밀,로,1.197447821719845
스파이더위크가의 비밀,저택,1.197447821719845
스파이더위크가의 비밀,호기심,1.197447821719845
스파이더위크가의 비밀,책장,1.197447821719845
스파이더위크가의 비밀,존재,1.197447821719845
스파이더위크가의 비밀,삼,1.197447821719845
스파이더위크가의 비밀,안,1.197447821719845
스파이더위크가의 비밀,스파이,1.197447821719845
스파이더위크가의 비밀,저택,1.197447821719845
스파이더위크가의 비밀,이사,1.197447821719845
스파이더위크가의 비밀,그레이스,1.197447821719845
스파이더위크가의 비밀,삼남,1.197447821719845
호빗: 다섯 군대 전투,난쟁이,1.5965970956264601
호빗: 다섯 군대 전투,참나무,1.3304975796887166
호빗: 다섯 군대 전투,방패,1.3304975796887166
호빗: 다섯 군대 전투,사우,1.0643980637509733
호빗: 다섯 군대 전투,암흑,1.0643980637509733
호빗: 다섯 군대 전투,중간,1.0643980637509733
호빗: 다섯 군대 전투,결정,1.0643980637509733
호빗: 다섯 군대 전투,절박,1.0643980637509733
호빗: 다섯 군대 전투,설득,1.0643980637509733
호빗: 다섯 군대 전투,이성,1.0643980637509733
호빗: 다섯 군대 전투,소린,1.0643980637509733
호빗: 다섯 군대 전투,오,1.0643980637509733
호빗: 다섯 군대 전투,감행,1.0643980637509733
호빗: 다섯 군대 전투,산,1.0643980637509733
호빗: 다섯 군대 전투,친구,1.0643980637509733
호빗: 다섯 군대 전투,본인,1.0643980637509733
호빗: 다섯 군대 전투,시작,1.0643980637509733
숲속으로,베이커,1.5965970956264601
숲속으로,부부,1.420505836570779
숲속으로,마녀,1.197447821719845
숲속으로,소,0.9978731847665376
숲속으로,옥수수,0.9978731847665376
숲속으로,머리카락,0.9978731847665376
숲속으로,순금,0.9978731847665376
숲속으로,아이,0.9978731847665376
숲속으로,망토,0.9978731847665376
숲속으로,구두,0.9978731847665376
숲속으로,100,0.9978731847665376
숲속으로,그,0.9978731847665376
숲속으로,푸른,0.9978731847665376
숲속으로,우유,0.9978731847665376
숲속으로,피,0.9978731847665376
숲속으로,신비,0.9978731847665376
숲속으로,여정,0.9978731847665376
숲속으로,풀,0.9978731847665376
숲속으로,저주,0.9978731847665376
숲속으로,위험,0.979541360793448
숲속으로,숲,0.9716753249718593
숲속으로,황홀,0.8878161478567369
캐스피언 왕자,페,1.5965970956264601
캐스피언 왕자,왕위,1.3304975796887166
캐스피언 왕자,남매,1.3304975796887166
캐스피언 왕자,캐스,1.1837548638089823
캐스피언 왕자,종말,1.0643980637509733
캐스피언 왕자,인간,1.0643980637509733
캐스피언 왕자,황금기,1.0643980637509733
캐스피언 왕자,은,1.0643980637509733
캐스피언 왕자,족,1.0643980637509733
캐스피언 왕자,점령,1.0643980637509733
캐스피언 왕자,미라,1.0643980637509733
캐스피언 왕자,통치,1.0643980637509733
캐스피언 왕자,텔,1.0643980637509733
캐스피언 왕자,남매,1.0643980637509733
