title,year,country,genres,time,new_genres
Support the Girls,2018,미국,코미디/드라마,1시간 30분,코미디
"Don't Worry, He Won't Get Far on Foot",2018,"프랑스,미국",코미디/드라마,1시간 54분,드라마
Grave,2017,"프랑스,벨기에,이탈리아",드라마/공포,1시간 39분,정보없음
The Lion King,2019,미국,모험/가족/드라마,1시간 58분,모험
The Dead Don't Die,2019,미국,코미디/판타지/공포,1시간 44분,코미디
愛のコリーダ,1976,"일본,프랑스",드라마/로맨스,1시간 49분,정보없음
9 Songs,2004,영국,로맨스/드라마,1시간 1분,멜로/로맨스
The Exorcist,1973,미국,공포/스릴러,2시간 12분,공포
기방도령,2019,한국,코미디/시대극,1시간 50분,코미디
Justice League,2017,"캐나다,영국,미국",판타지/액션/SF/모험,2시간 00분,액션
JU-ON : The Beginning of the End,2014,일본,공포,1시간 31분,공포
Once Upon a Time ... in Hollywood,2019,"미국,영국,중국",코미디/드라마,2시간 41분,드라마
blank 13,2017,일본,드라마/가족,1시간 11분,드라마
The Children Act,2017,"영국,미국",드라마,1시간 45분,드라마
John Wick: Chapter 3 - Parabellum,2019,미국,액션/범죄/스릴러,2시간 11분,액션
Spider-Man: Far From Home,2019,미국,액션/모험/SF,2시간 9분,액션
Nine Lives,2016,"프랑스,캐나다,중국",코미디/드라마/판타지/가족,1시간 27분,정보없음
Nikita,1990,"프랑스,이탈리아",액션/스릴러,1시간 57분,정보없음
Tower Heist,2011,미국,액션/코미디/범죄/드라마,1시간 45분,액션
The Road,2009,미국,드라마/스릴러/공포,1시간 51분,"<a href=""https://book.naver.com/search/search.nhn?frameFilterType=1&amp;frameFilterValue=81695&amp;query=McCarthy"" nocr="""" onclick=""return goOtherCR(this, 'a=nco_xdk*z.aut&amp;r=1&amp;i=801915cd_000000919BC7&amp;u=' + urlencode(this.href));"">McCarthy</a>, <a href=""https://book.naver.com/search/search.nhn?frameFilterType=1&amp;frameFilterValue=167365&amp;query=Cormac"" nocr="""" onclick=""return goOtherCR(this, 'a=nco_xdk*z.aut&amp;r=1&amp;i=801915cd_000000919BC7&amp;u=' + urlencode(this.href));"">Cormac</a></dd>, "
섬. 사라진 사람들,2015,한국,스릴러,1시간 28분,스릴러
Compliance,2012,미국,범죄/드라마/공포/스릴러,1시간 30분,스릴러
魔女の宅急便,1989,일본,판타지/애니메이션/가족/모험,1시간 42분,판타지
비스트,2019,한국,액션/범죄/스릴러,2시간 10분,범죄
Galveston,2018,미국,액션/범죄/드라마/스릴러,1시간 34분,드라마
Zoe,2018,미국,로맨스/SF,1시간 43분,정보없음
Annabelle Comes Home,2019,미국,공포/미스터리/스릴러,1시간 46분,공포
Jupiter Ascending,2015,미국,액션/모험,2시간 7분,SF
Lazzaro felice,2018,"이탈리아,스위스,프랑스,독일",드라마/판타지,2시간 5분,드라마
Book Club,2018,미국,코미디/드라마/로맨스,1시간 43분,코미디
The Kingdom of Dreams and Madness,2013,일본,다큐멘터리,1시간 58분,다큐멘터리
Bride of Chucky,1998,미국,공포/스릴러,1시간 29분,공포
Child's Play 3,1991,미국,공포/스릴러,1시간 26분,공포
Child's Play 2,1990,미국,공포/스릴러/코미디,1시간 24분,공포
Cult of Chucky,2017,미국,스릴러/공포,1시간 31분,공포
Jakarta,2000,한국,코미디/액션,1시간 33분,범죄
MEGA SHARK vs KOLOSSUS,2015,미국,액션/모험/코미디/스릴러/공포/SF,1시간 29분,SF
Child's Play,2019,"캐나다,미국",공포/SF,1시간 30분,공포
Toy Story 4,2019,미국,애니메이션/가족/판타지/모험/코미디,1시간 40분,애니메이션
The Battle of the River Plate,1956,영국,액션/전쟁/드라마,1시간 59분,액션
롱 리브 더 킹: 목포 영웅,2019,한국,액션/드라마,1시간 58분,액션
The Upside,2017,미국,코미디/드라마,2시간 6분,코미디
人のセックスを笑うな,2007,일본,로맨스/드라마,2시간 17분,코미디
0.0MHz,2018,한국,공포,1시간 42분,공포
The Princess and the Frog,2009,미국,애니메이션/모험/코미디/가족/판타지/로맨스,1시간 38분,애니메이션
Men in Black: International,2019,"미국,중국",액션/모험/코미디,1시간 55분,액션
地獄でなぜ悪い,2013,일본,코미디,2시간 9분,드라마
Shaun the Sheep Movie,2015,"영국,프랑스",가족/코미디/애니메이션,1시간 25분,애니메이션
22年目の告白-私が殺人犯です-,2017,일본,드라마/미스터리/스릴러,1시간 57분,정보없음
Monster,2003,"독일,미국",범죄/드라마/스릴러,1시간 51분,정보없음
Blade Runner 2049,2017,"미국,영국,헝가리,캐나다,스페인",액션/드라마/미스터리/SF/스릴러,2시간 44분,SF
Dilili à Paris,2018,"프랑스,벨기에,독일",애니메이션/모험/가족/미스터리,1시간 34분,정보없음
ハナレイ・ベイ,2018,일본,드라마,1시간 37분,드라마
Dark Phoenix,2019,미국,모험/액션/SF,1시간 54분,정보없음
Rocketman,2019,"영국,미국",드라마/판타지,2시간 1분,정보없음
지리멸렬,1994,한국,코미디,31분,코미디
The Mummy,1999,미국,액션/모험/판타지,2시간 00분,액션
기생충,2019,한국,드라마,2시간 11분,드라마
Gloria Bell,2018,"칠레,미국",코미디/드라마/음악/로맨스,1시간 41분,드라마
Godzilla: King of the Monsters,2019,미국,액션/판타지/모험,2시간 12분,액션
BrightBurn,2019,미국,공포/스릴러/드라마/SF,1시간 30분,공포
Aladdin,2019,미국,모험/가족/판타지/로맨스,2시간 8분,모험
어린 의뢰인,2019,한국,드라마,1시간 54분,드라마
London Fields,2018,미국,범죄/스릴러/미스터리,1시간 58분,범죄
Pinocchio,1940,미국,애니메이션/가족,1시간 28분,정보없음
Funny Games,1997,오스트리아,범죄/드라마/스릴러,1시간 43분,오스트리아
초록물고기,1997,한국,범죄/드라마,1시간 54분,드라마
Moomins on the Riviera,2014,"핀란드,프랑스",가족/코미디/애니메이션/키즈,1시간 17분,애니메이션
Suspiria,2018,"이탈리아,미국",판타지/공포/스릴러/미스터리,2시간 32분,공포
배심원들,2019,한국,드라마,1시간 54분,드라마
악인전,2019,한국,범죄/액션,1시간 50분,범죄
Colonia,2015,"독일,프랑스,룩셈부르크,영국,미국",드라마/역사/로맨스/스릴러,1시간 50분,정보없음
Lupin the 3rd vs. Detective Conan The Movie,2013,일본,애니메이션/코미디/모험,1시간 48분,정보없음
A Single Man,2009,미국,드라마/로맨스,1시간 39분,드라마
THE BLUE UMBRELLA,2013,미국,애니메이션,7분,애니메이션
걸캅스,2018,한국,코미디/액션/범죄,1시간 47분,코미디
게이트,2017,한국,범죄/코미디,1시간 42분,범죄
For the Birds,2000,미국,코미디/애니메이션,3분,정보없음
LA CARA OCULTA,2011,"콜롬비아,스페인",코미디/드라마/미스터리/스릴러,1시간 37분,스릴러
Egon Schiele: Tod und Mädchen,2016,"오스트리아,룩셈부르크",드라마/역사,1시간 49분,정보없음
How To Operate A Polaroid Camera,2004,한국,단편/드라마,6분,드라마
A Hard Day's Night,1964,영국,코미디/음악/드라마,1시간 28분,코미디
旅猫リポート,2018,일본,드라마,1시간 59분,드라마
도마 안중근,2004,한국,드라마,1시간 23분,드라마
다세포 소녀,2006,한국,로맨틱코미디,1시간 51분,코미디
Emergency Measure 19,2002,한국,코미디,1시간 41분,코미디
Poulet aux Prunes,2011,"프랑스,독일,벨기에",코미디/드라마/로맨스,1시간 31분,드라마
Ali,2001,미국,드라마/스포츠,2시간 31분,정보없음
Parker,2013,미국,액션/범죄/스릴러,1시간 58분,범죄
White Night,1985,미국,드라마,2시간 5분,정보없음
En kongelig affære,2012,"독일,덴마크,스웨덴,체코",드라마/역사/로맨스,2시간 17분,정보없음
Pokémon: Detective Pikachu,2019,"영국,캐나다,미국,일본",판타지/액션/가족/애니메이션/모험,1시간 44분,정보없음
Speed Racer,2008,"독일,미국,호주",스포츠/판타지/액션,2시간 15분,정보없음
나의 특별한 형제,2018,한국,드라마/코미디,1시간 54분,드라마
すーちゃん まいちゃん さわ子さん,2012,일본,드라마,1시간 46분,드라마
On the Basis of Sex,2018,미국,드라마,2시간 00분,드라마
赤毛のアン グリーンゲーブルズへの道,2010,일본,애니메이션/드라마/가족,1시간 40분,애니메이션
Stronger,2017,미국,드라마,1시간 59분,드라마
DragonHeart,1996,미국,판타지,1시간 43분,액션
映画クレヨンしんちゃんブリブリ王国の秘宝,1994,일본,애니메이션/액션/모험/판타지/코미디/키즈,1시간 27분,애니메이션
The Breakfast Club,1985,미국,드라마/코미디,1시간 34분,코미디
끝과 시작,2013,한국,로맨스/드라마,1시간 27분,멜로/로맨스
The Danish Poet,2006,"노르웨이,캐나다",애니메이션,14분,정보없음
Gender Equality,2004,한국,판타지/애니메이션,2분,정보없음
Timoris,2014,벨기에,애니메이션,5분,정보없음
Funny Games Us,2007,"프랑스,영국,미국,오스트리아",공포/스릴러,1시간 51분,스릴러
The Kids Are All Right,2010,미국,드라마/코미디/로맨스,1시간 46분,코미디
The Man Who Killed Don Quixote,2018,"스페인,벨기에,프랑스,영국,포르투갈",모험/코미디/드라마/판타지,2시간 13분,모험
Ben is Back,2018,미국,드라마/가족,1시간 43분,드라마
Avengers: Endgame,2019,미국,액션/모험/SF,3시간 1분,액션
"다시, 봄",2019,한국,드라마,1시간 44분,드라마
流浪地球,2019,중국,액션/드라마/SF,2시간 5분,SF
Incarnate,2016,미국,공포/스릴러,1시간 27분,정보없음
The Kindergarten Teacher,2018,"미국,이스라엘,영국,캐나다",드라마,1시간 37분,드라마
The Curse of La Llorona,2019,미국,스릴러/미스터리/공포,1시간 33분,공포
RBG,2018,미국,다큐멘터리,1시간 38분,다큐멘터리
Letters from Iwo Jima,2006,미국,전쟁/드라마,2시간 21분,전쟁
ハイキュー!! 勝者と敗者,2015,일본,스포츠/애니메이션,1시간 33분,애니메이션
ハイキュー!! コンセプトの戦い,2017,일본,애니메이션/스포츠,1시간 29분,애니메이션
ハイキュー!! 才能とセンス,2017,일본,애니메이션/스포츠,1시간 30분,애니메이션
ハイキュー!! 終わりと始まり,2015,일본,스포츠/애니메이션,1시간 29분,애니메이션
Martian Child,2007,미국,드라마/코미디,1시간 47분,코미디
Terminator Genisys,2015,미국,SF/액션/스릴러/모험,2시간 5분,액션
페르소나,2019,한국,드라마,1시간 29분,드라마
미성년,2018,한국,드라마,1시간 36분,드라마
Hellboy,2019,"미국,포르투갈,캐나다,불가리아,영국",액션/모험/판타지/공포/SF,2시간 1분,액션
Five Feet Apart,2019,미국,로맨스/드라마,1시간 56분,드라마
생일,2018,한국,드라마,2시간 00분,드라마
Shazam!,2019,미국,판타지/액션/모험,2시간 12분,액션
The Elite Squad,2007,"미국,브라질,네덜란드,아르헨티나",액션/범죄,1시간 55분,범죄
Vice,2018,미국,코미디/드라마,2시간 12분,정보없음
Transformers: The Last Knight,2017,"미국,캐나다,중국",SF/모험/액션,2시간 31분,액션
나탈리,2010,한국,로맨스/성인,1시간 28분,멜로/로맨스
Star Wars: The Last Jedi,2017,미국,액션/모험/판타지/SF,2시간 30분,액션
Visages villages,2017,프랑스,다큐멘터리,1시간 34분,다큐멘터리
Get Smart,2008,미국,액션/모험/범죄/코미디,1시간 50분,코미디
Dumbo,2019,미국,모험/가족/판타지,2시간 10분,애니메이션
First Reformed,2017,"미국,영국,호주",드라마/미스터리/스릴러,1시간 53분,드라마
Us,2019,미국,공포/스릴러,2시간 00분,스릴러
Den skyldige,2018,덴마크,범죄/드라마/스릴러,1시간 25분,스릴러
A Million Ways to Die in the West,2014,미국,코미디/서부극,1시간 56분,코미디
악질경찰,2018,한국,드라마/범죄,2시간 7분,드라마
돈,2018,한국,범죄,1시간 55분,범죄
우상,2017,한국,스릴러/드라마,2시간 24분,스릴러
Real Steel,2011,미국,액션/드라마/가족/SF/스포츠,2시간 7분,액션
303,2018,독일,드라마/로맨스/코미디,2시간 00분,정보없음
The Mule,2018,미국,범죄/드라마/미스터리/스릴러,1시간 56분,드라마
一陽来復,2018,일본,다큐멘터리,1시간 21분,정보없음
センセイ君主,2018,일본,로맨스,1시간 44분,멜로/로맨스
Copie conforme,2010,"프랑스,이탈리아,벨기에,이란",드라마/로맨스,1시간 46분,드라마
喋血雙雄,1989,홍콩,액션/범죄/드라마/스릴러,1시간 51분,정보없음
幻の光,1995,일본,드라마,1시간 49분,드라마
Shall we ダンス?,1996,일본,코미디,2시간 16분,정보없음
A Street Cat Named Bob,2016,영국,코미디/드라마/가족,1시간 43분,드라마
Suicide Squad,2016,미국,SF/판타지/모험/액션,2시간 2분,액션
Wild Things,1998,미국,범죄/드라마/미스터리/스릴러,1시간 47분,스릴러
Shrek The Halls,2007,미국,애니메이션,30분,정보없음
名探偵コナン 世紀末の魔術師,1999,일본,애니메이션/범죄,1시간 40분,애니메이션
스카우트,2007,한국,드라마/스포츠/코미디/로맨스,1시간 40분,코미디
우리에게 내일은 없다,2006,한국,드라마,1시간 31분,범죄
Doctor Dolittle,1998,미국,코미디/가족/판타지,1시간 25분,가족
The Long Kiss Goodnight,1996,미국,액션/스릴러,2시간 00분,스릴러
The Artist,2011,"미국,프랑스",코미디/드라마/로맨스,1시간 40분,정보없음
Sunset Boulevard,1950,미국,드라마/범죄,1시간 50분,드라마
Finding Neverland,2004,"미국,영국",드라마/가족,1시간 46분,드라마
名探偵コナン 11人目のストライカー,2012,일본,애니메이션/미스터리/액션,1시간 50분,애니메이션
名探偵コナン 異次元の狙撃手（スナイパー）,2014,일본,애니메이션/공포/스릴러/모험/미스터리,1시간 50분,정보없음
名探偵コナン 漆黒の追跡者(チェイサー),2009,일본,애니메이션,1시간 50분,정보없음
Holmes and Watson,2018,미국,모험/코미디/범죄/미스터리,1시간 30분,모험
Wayne's World,1992,미국,코미디,1시간 35분,코미디
Rabbit Hole,2010,미국,드라마,1시간 31분,드라마
銃夢,1993,일본,애니메이션/액션/범죄/드라마/SF/스릴러,54분,정보없음
Velvet Buzzsaw,2019,미국,공포/미스터리/스릴러,1시간 49분,스릴러
Mile 22,2018,"미국,중국,콜롬비아",액션/모험/스릴러,1시간 37분,액션
中南海保鑢,1994,홍콩,액션,1시간 32분,정보없음
The Smurfs 2,2013,"벨기에,캐나다,프랑스,미국",판타지/가족/코미디/모험/애니메이션/키즈,1시간 44분,애니메이션
La Double Vie de Véronique,1991,"프랑스,폴란드,노르웨이",드라마/판타지/음악/미스터리/로맨스,1시간 38분,정보없음
Timon And Pumbaa,1995,미국,애니메이션,30분," <a href=""http://www.cbs.com/"" nocr="""" onclick=""return goOtherCR(this, 'a=nco_x09*K.sumchannel&amp;r=1&amp;i=00000012_0000000A3968&amp;u=' + urlencode(this.href));"">미국 CBS</a> "
Haute tension,2003,"프랑스,루마니아,이탈리아",공포,1시간 31분,공포
Captain Marvel,2019,미국,액션/모험/SF,2시간 3분,액션
若おかみは小学生!,2018,일본,애니메이션/모험/드라마/가족/판타지,1시간 35분,애니메이션
The Wife,2017,"영국,스웨덴,미국",드라마,1시간 40분,드라마
名探偵コナン ベイカー街の亡霊,2002,일본,애니메이션,1시간 46분,정보없음
The Spy Who Dumped Me,2018,"캐나다,미국",코미디/액션/모험,1시간 57분,액션
Nuovo Cinema Paradiso,1988,"이탈리아,프랑스",드라마,2시간 4분,드라마
The Green Mile,1999,미국,범죄/드라마/판타지/미스터리,3시간 8분,범죄
누가 그녀와 잤을까?,2006,한국,코미디,1시간 49분,코미디
자전차왕 엄복동,2018,한국,드라마,1시간 56분,드라마
항거:유관순 이야기,2019,한국,드라마,1시간 45분,드라마
Superman VI The Quest for Peace,1987,"미국,영국",가족/액션,1시간 30분,정보없음
도둑들 영화를 만들다,2012,한국,다큐멘터리,1시간 16분,드라마
Les parapluies de Cherbourg,1964,"프랑스,서독",드라마/로맨스,1시간 31분,드라마
Jack-Jack Attack,2005,미국,애니메이션/가족,5분,정보없음
Per qualche dollaro in più,1965,"독일,스페인,이탈리아,서독",서부극/범죄/액션,2시간 16분,정보없음
我是誰: Who Am I?,1998,홍콩,액션,2시간 00분,액션
The Texas Chainsaw Massacre,1974,미국,스릴러/공포,1시간 24분,공포
真夏の方程式,2013,일본,미스터리/스릴러,2시간 9분,미스터리
Action Boys,2008,한국,다큐멘터리,1시간 50분,다큐멘터리
더 게임,2007,한국,스릴러,1시간 56분,스릴러
April Story,1998,일본,로맨스,1시간 7분,멜로/로맨스
고래사냥,1984,한국,드라마/코미디,1시간 52분,드라마
Incendies,2010,"캐나다,프랑스",드라마/미스터리/전쟁,2시간 10분,드라마
Creed II,2018,미국,액션/드라마,2시간 10분,액션
The Favourite,2018,"아일랜드,영국,미국",드라마/역사,1시간 59분,드라마
Cold Pursuit,2019,영국,액션/범죄/드라마/스릴러,1시간 58분,액션
사바하,2019,한국,미스터리/스릴러,2시간 2분,미스터리
Harry Potter and the Chamber of Secrets,2002,"영국,미국,독일",모험/가족/판타지/미스터리,2시간 42분,판타지
战狼2,2017,중국,액션/모험/드라마/스릴러/전쟁,2시간 3분,액션
Mary Queen of Scots,2018,영국,드라마/역사,2시간 4분,정보없음
The Incredible Hulk,2008,미국,액션/모험/SF,1시간 53분,정보없음
Happy Death Day 2U,2019,미국,공포/코미디/스릴러/미스터리,1시간 40분,공포
名探偵コナン 戦慄の楽譜（フルスコア）,2008,일본,애니메이션/미스터리,1시간 56분,정보없음
Mary Poppins Returns,2018,미국,코미디/드라마/판타지/가족,2시간 10분,판타지
Zimna wojna,2018,"폴란드,영국,프랑스",드라마/역사/음악/로맨스,1시간 28분,드라마
Eyes Wide Shut,1999,"영국,미국",미스터리/드라마/스릴러,2시간 39분,드라마
Now You See Me,2013,"미국,프랑스",범죄/미스터리/스릴러,1시간 55분,범죄
Searching for Sugarman,2012,"영국,스웨덴",다큐멘터리/음악,1시간 26분,다큐멘터리
Sister,2012,"프랑스,스위스",드라마,1시간 40분,드라마
Seven Pounds,2008,미국,드라마,2시간 3분,드라마
파란만장,2010,한국,판타지/드라마,33분," <a href=""http://www.ebs.co.kr/"" nocr="""" onclick=""return goOtherCR(this, 'a=nco_x09*K.sumchannel&amp;r=1&amp;i=00000012_000000F4AEC6&amp;u=' + urlencode(this.href));"">EBS1</a> "
First Man,2018,미국,드라마/역사,2시간 21분,SF
Pirates of the Caribbean: Dead Men Tell No Tales,2017,"호주,미국",모험/판타지/코미디/액션,2시간 9분,액션
狄仁杰之神都龙王,2013,중국,액션/모험/드라마/판타지/범죄/스릴러,2시간 14분,정보없음
The Judge,2014,미국,드라마,2시간 21분,드라마
Shirley - Visions of Reality,2013,오스트리아,다큐멘터리,1시간 32분,드라마
Jumanji: Welcome to the Jungle,2017,미국,액션/모험/코미디/판타지,1시간 58분,액션
The Lego Movie 2: The Second Part,2019,"덴마크,캐나다,노르웨이,호주,미국",가족/코미디/애니메이션/액션/판타지/모험,1시간 47분,애니메이션
恋は雨上がりのように,2018,일본,드라마/로맨스/스포츠,1시간 52분,드라마
Polar,2019,"독일,미국",액션,1시간 58분,정보없음
The Crazies,2010,"미국,아랍 에미레이트 연합",공포/스릴러/재난/액션,1시간 41분,정보없음
You're Next,2011,미국,액션/공포/스릴러,1시간 35분,공포
궁합,2018,한국,코미디/시대극/드라마/역사,1시간 50분,코미디
Valentine's Day,2010,미국,로맨틱코미디,2시간 5분,멜로/로맨스
Grace of Monaco,2014,"스위스,프랑스,이탈리아,벨기에",드라마/로맨스,1시간 43분,드라마
Oceans,2009,프랑스,다큐멘터리/드라마,1시간 27분,다큐멘터리
Bird Box,2018,미국,드라마/SF/스릴러,1시간 57분,드라마
The Perfect Fishplate,2005,한국,드라마,9분,공포
王的盛宴,2012,중국,액션/역사/드라마/전쟁,1시간 49분,액션
The Interpreter,2005,"영국,미국,독일,프랑스",미스터리/범죄/드라마/스릴러,2시간 8분,드라마
...Più forte ragazzi!,1972,이탈리아,코미디/액션,2시간 00분,정보없음
Alita: Battle Angel,2019,"미국,캐나다,아르헨티나",액션/모험/로맨스/SF/스릴러,2시간 2분,정보없음
시인의 사랑,2017,한국,드라마,1시간 50분,드라마
기묘한 가족,2018,한국,코미디,1시간 52분,코미디
家族のレシピ,2017,"싱가포르,일본,프랑스",드라마,1시간 29분,정보없음
뺑반,2018,한국,범죄/액션,2시간 13분,범죄
러브 유어셀프 인 서울,2019,한국,다큐멘터리/음악/공연실황,1시간 52분,공연실황
We're the Millers,2013,미국,코미디/범죄,1시간 50분,코미디
증인,2018,한국,드라마,2시간 9분,드라마
The Secret Life of Pets,2016,"미국,프랑스,일본",애니메이션/모험/가족/코미디,1시간 31분,애니메이션
산타바바라,2013,한국,로맨스,1시간 39분,멜로/로맨스
冷たい熱帯魚,2010,일본,스릴러/드라마,2시간 26분,정보없음
Money Monster,2016,미국,범죄/드라마/미스터리/스릴러,1시간 38분,스릴러
Capharnaüm,2018,"레바논,미국,프랑스,키프로스,카타르,영국",드라마,2시간 6분,정보없음
Лёд,2018,러시아,드라마/로맨스,1시간 30분,정보없음
Movie 43,2013,미국,코미디,1시간 34분,코미디
Where the Wild Things Are,2009,"독일,호주,미국",모험/드라마/가족/판타지,1시간 41분,모험
Pirates,2005,미국,성인/모험/코미디/판타지,2시간 9분,프랑스
2 Doors,2011,한국,다큐멘터리,1시간 41분,다큐멘터리
How to Train Your Dragon: The Hidden World,2019,미국,애니메이션/액션/모험/코미디/가족/판타지,1시간 44분,애니메이션
Spider-Man: Homecoming,2017,미국,액션/모험/SF,2시간 13분,액션
Diana,2013,"영국,프랑스,스웨덴,벨기에",드라마/로맨스,1시간 52분,정보없음
Heaven Is for Real,2014,미국,가족/드라마,1시간 40분,드라마
The Anthem of the Heart,2015,일본,애니메이션,1시간 59분,애니메이션
A HISTORY OF VIOLENCE,2005,미국,범죄/드라마/스릴러,1시간 35분,액션
Stuck in Love,2012,미국,코미디/드라마/로맨스,1시간 37분,코미디
Manhattan Murder Mistery,1993,미국,코미디/미스터리,1시간 44분,코미디
Saving Mr. Banks,2013,"미국,영국,호주",가족/코미디/드라마,2시간 5분,코미디
Two Night Stand,2014,미국,코미디/로맨스,1시간 26분,코미디
The Hole,2001,영국,드라마/미스터리/스릴러,1시간 42분,정보없음
Kursk,2018,"벨기에,룩셈부르크",액션/드라마/역사/스릴러,1시간 57분,드라마
日日是好日,2018,일본,드라마,1시간 40분,정보없음
Glass,2019,미국,드라마/SF/스릴러,2시간 9분,드라마
극한직업,2018,한국,코미디,1시간 51분,코미디
Lizzie,2018,미국,범죄/드라마/공포/미스터리/스릴러,1시간 45분," <a href=""?where=nexearch&amp;sm=tab_etc&amp;qvt=0&amp;query=%EB%AE%A4%EC%A7%80%EC%BB%AC%20%EA%B3%B5%EC%97%B0"" nocr="""" onclick=""return goOtherCR(this, 'a=nco_x0i*Z.sumgenre1&amp;r=1&amp;i=18112ABF_000000AD71A1&amp;u=' + urlencode(this.href));"">뮤지컬</a> "
흥부: 글로 세상을 바꾼 자,2017,한국,드라마/시대극,1시간 45분,드라마
La La Land,2016,미국,코미디/드라마/음악/로맨스,2시간 6분,드라마
One More Time,2015,미국,코미디/드라마/음악,1시간 37분,정보없음
Asphalte,2015,프랑스,코미디/드라마,1시간 40분,정보없음
Wonder Woman,2017,"미국,중국,홍콩",전쟁/SF/액션/모험/판타지,2시간 21분,액션
風立ちぬ,2013,일본,애니메이션/드라마/역사/로맨스/전쟁,2시간 6분,애니메이션
Martyrs,2008,"프랑스,캐나다",공포,1시간 43분,공포
Tom and Jerry : The Movie,1992,미국,애니메이션,1시간 24분,애니메이션
未来のミライ,2018,일본,애니메이션/모험/드라마/가족/판타지,1시간 38분,애니메이션
내안의 그놈,2018,한국,코미디/판타지,2시간 2분,판타지
Green Book,2018,미국,코미디/드라마/음악,2시간 10분,드라마
菊次郎の夏,1999,일본,코미디/드라마,2시간 1분,정보없음
La tortue rouge,2016,"벨기에,프랑스,일본",애니메이션/판타지,1시간 20분,애니메이션
논픽션 다이어리,2013,한국,범죄/다큐멘터리/스릴러,1시간 33분,다큐멘터리
Mandate,2008,한국,액션/스릴러,1시간 27분,정보없음
Ben-Hur,1959,미국,모험/역사/로맨스/드라마/액션,3시간 42분,정보없음
Chernobyl Diaries,2012,미국,공포/미스터리/스릴러,1시간 30분,공포
언니,2018,한국,액션,1시간 34분,액션
Лето,2018,"러시아,프랑스",음악/로맨스/드라마,2시간 8분,정보없음
Ralph Breaks the Internet,2018,미국,애니메이션/SF/가족/모험,1시간 52분,애니메이션
Bleach,2018,일본,액션/공포/판타지,1시간 48분,액션
Perfect Sense,2011,"영국,스웨덴,덴마크,아일랜드",드라마/로맨스/SF,1시간 32분,멜로/로맨스
My Name Is Khan,2010,인도,드라마,2시간 7분,드라마
Betty Blue,1986,프랑스,로맨스,3시간 4분,멜로/로맨스
소공녀,2017,한국,드라마,1시간 46분,멜로/로맨스
파주,2009,한국,드라마,1시간 51분,드라마
The Old Man & the Gun,2018,미국,코미디/범죄/드라마/로맨스,1시간 33분,액션
Carol,2015,"영국,미국,호주",드라마/로맨스,1시간 58분,드라마
Song One,2014,미국,드라마/음악,1시간 28분,드라마
Planes: Fire & Rescue,2014,미국,애니메이션/코미디/가족/모험,1시간 23분,정보없음
Professor Marston & the Wonder Women,2017,미국,드라마,1시간 48분,정보없음
Bumblebee,2018,미국,액션/모험/SF,1시간 54분,정보없음
PMC: 더 벙커,2018,한국,액션,2시간 4분,액션
Juvenile Offender,2012,한국,드라마/범죄,1시간 47분,드라마
The Space Between Us,2017,미국,모험/드라마/로맨스/SF,2시간 1분,모험
The Christmas Chronicles,2018,미국,가족/코미디/모험,1시간 40분,코미디
Mowgli,2018,미국,모험/드라마,1시간 44분,모험
Blue Velvet,1986,미국,드라마/미스터리/스릴러,2시간 00분,정보없음
名探偵コナン 紺碧の棺,2007,일본,애니메이션/미스터리,1시간 47분,애니메이션
London Boulevard,2010,"영국,미국",범죄/드라마/액션/로맨스,1시간 43분,느와르
Brake,2012,미국,스릴러/범죄,1시간 31분,정보없음
Loving Vincent,2017,"폴란드,영국,미국,스위스,네덜란드",애니메이션/범죄/드라마/미스터리,1시간 35분,애니메이션
Metallica Through the Never,2013,미국,음악/액션,1시간 32분,뮤지컬
BURN-E,2008,미국,애니메이션,8분,정보없음
The Cakemaker,2017,"독일,이스라엘",드라마,1시간 48분,드라마
Mary Shelley,2017,"영국,룩셈부르크,미국,아일랜드",드라마/역사/로맨스,2시간 1분,드라마
The Party,2017,영국,코미디/드라마,1시간 11분,정보없음
Ferdinand,2017,미국,코미디/판타지/가족/애니메이션/모험,1시간 48분,애니메이션
Crimson Peak,2015,"캐나다,미국",공포/판타지/스릴러,1시간 58분,판타지
마약왕,2017,한국,범죄/드라마,2시간 19분,범죄
劇場版ポケットモンスター みんなの物語,2018,일본,애니메이션/판타지/가족/모험/액션,1시간 38분,애니메이션
스윙키즈,2018,한국,드라마,2시간 13분,드라마
명왕성,2012,한국,드라마/스릴러,1시간 47분,드라마
Sleeping with the Enemy,1991,미국,드라마/스릴러,1시간 38분,드라마
튼튼이의 모험,2017,한국,코미디/스포츠/드라마,1시간 46분,코미디
Aquaman,2018,"호주,미국",액션/SF/모험/판타지,2시간 23분,액션
Rock of Ages,2012,미국,음악/드라마,2시간 3분,뮤지컬
PERFECT BLUE,1998,일본,미스터리/공포/애니메이션/스릴러,1시간 21분,애니메이션
21 Jump Street,2012,미국,액션/코미디/범죄,1시간 49분,액션
말모이,2018,한국,드라마,2시간 15분,드라마
HIGH-RISE,2015,영국,드라마/공포/SF,1시간 59분,액션
Monty Python And The Holy Grail,1975,영국,판타지/코미디,1시간 31분,코미디
L'Appartment,1996,"프랑스,스페인,이탈리아",드라마/미스터리/로맨스,1시간 52분,정보없음
名探偵コナン 江戸川コナン失踪事件~史上最悪の二日間~,2014,일본,애니메이션/스릴러,1시간 31분,애니메이션
Persona,1966,스웨덴,드라마/스릴러,1시간 25분,정보없음
